alpha_3,country,population2020,yearly_change,net_change,density,land_area,migrants,fertility_rate,med_age,urban,world_share,region
TSX,lhgkqwjdzh,4778,6785,5380,5349,840,8796,7352,1551,3213,5430,2252
TSY,qeulyuarfa,433,5654,5157,80,1099,2507,3743,9680,4357,2566,9890
TSZ,jgduyapked,4641,549,3668,5667,8065,5886,7969,694,3729,6540,593
TTA,fucsiqapvw,3662,5306,3655,274,105,5800,8353,6123,5375,6769,9860
TTB,uvdsvflvqo,5007,1515,2750,2199,1088,916,3496,526,8489,4377,7819
TTC,lmyzvoihqd,1186,9082,9260,5232,9104,5219,2588,1416,8369,5921,1139
TTD,mqkpzfchdc,296,9762,5718,7115,9506,7879,3205,4801,4839,5791,1702
TTE,vpaeeepshh,4335,8978,5429,7696,9228,1896,6842,2763,4442,4790,1269
TTF,qxfwhmhvwt,3858,8952,5347,9697,6954,2311,445,6237,612,9164,5451
TTG,efxfvmtgqr,7205,4138,8259,3896,4932,1002,3287,6596,949,893,6924
TTH,oxwqpddyer,2946,8013,5348,2445,16,254,3671,7504,1426,8964,8278
TTI,utccnmjase,8925,62,3583,5015,4990,2018,4581,1695,2529,2292,2585
TTJ,drzkryysma,3999,3923,3942,1907,4142,438,4506,6841,6071,5033,6940
TTK,czunbbkfqw,9407,2305,4608,7478,5400,3980,8757,5285,7726,2432,8761
TTL,kzilhzvned,5099,9419,3407,2706,2504,2220,5707,479,8868,5337,2614
TTM,xjaunzfnrm,8406,1365,4171,1387,5308,5935,5662,4887,1138,5149,7981
TTN,tqlddybkpc,7315,1667,2135,7243,1442,9858,2014,3929,375,2118,4902
TTO,bwjmuqecuu,4225,8320,1927,9623,3377,8159,4069,6270,8569,8658,4856
TTP,gaeeeigegl,2196,6762,8448,887,1108,1925,3556,9279,6699,6183,2418
TTQ,qrryrlozrh,6992,9450,1388,624,7663,6753,9640,4420,5789,2832,3371
TTR,tkyurtddso,4112,2744,6970,5423,4629,5563,4676,5670,6218,1536,1590
TTS,trncdymeyh,7613,7891,6490,7705,3167,6537,7638,7135,9369,3933,8534
TTT,dzffjruzhr,8383,2288,3783,214,4482,5258,152,329,1528,727,9496
TTU,prmzxmzgke,3999,4501,2014,9020,610,7965,3944,5001,5108,5813,941
TTV,ezocqjdpnt,6346,9249,5077,4177,7840,7641,309,2501,8964,6648,4841
TTW,hlsnyrkyxf,4109,9344,5760,4775,3642,991,7198,2377,8156,1873,2048
TTX,mpzehxllei,7057,3408,7043,587,3797,425,152,9887,9176,5717,4907
TTY,pqlahtquwi,902,5769,3964,9969,7479,851,484,5496,7466,2734,5734
TTZ,wmayxlqjje,9498,5346,1279,3559,9425,1873,7088,7497,7639,4359,5798
TUA,wtbmjyazod,6254,4739,1125,1575,5127,7789,7113,3395,1660,727,621
TUB,xlkvrzqvrb,1636,2311,243,3382,9802,6827,8036,4300,5758,8224,7549
TUC,daseugscsm,476,9528,1603,6813,9251,5356,345,1684,1549,2436,4356
TUD,dxlmkdgagu,6764,4357,6731,8765,2338,6615,6057,5364,518,4552,513
TUE,mgnacjagsh,8341,1926,239,8401,2689,7435,6379,1760,1378,6919,2852
TUF,fpgbmxtmif,6084,5162,2764,7743,3678,6709,2436,7962,7766,4413,726
TUG,acrumtttzv,3170,8139,9600,920,3437,8669,1408,7046,6685,5737,64
TUH,weqfqjcahe,5988,9664,4904,3273,7725,8913,659,2235,4547,5376,9252
TUI,uooltqcfnm,9703,6216,9780,9313,9903,7390,5807,65,9615,3976,5747
TUJ,owdvulylzn,1595,6917,4584,1106,1739,6843,2541,2928,3592,4698,767
TUK,rfujmylvmb,3364,5651,4973,5602,6766,5958,5460,6663,7236,5659,3726
TUL,lewlhalswe,2934,907,1967,9106,4665,3917,7525,5814,2975,9530,6209
TUM,qruallsufb,9549,1535,2760,7878,1287,1340,8742,6171,9901,4359,8405
TUN,xnibzjrnwy,5254,5186,2274,498,798,3226,47,5660,8910,3623,8177
TUO,igmqdhpohb,1869,2035,9266,5461,2779,996,1336,6816,2418,9818,6248
TUP,vfvmkpafzh,6709,798,817,6930,2983,7027,6416,9647,5457,2639,971
TUQ,bosvkbrped,5186,7331,2288,9644,2611,8075,5449,5043,7885,4785,164
TUR,qovtyxtrri,1074,2414,1682,6737,898,7144,8063,9888,7545,8392,1719
TUS,xmapbdzqif,2153,4558,3814,1377,8551,7635,7646,6173,8185,4085,331
TUT,fltlihuvau,5975,3736,124,6856,7187,2252,7099,196,2458,9480,576
TUU,phqqarbihd,4551,5092,1686,2624,79,9513,1460,5785,4413,9848,6659
TUV,mzsjhcujim,2757,9125,3929,888,6966,1144,21,5587,8956,602,1669
TUW,kbqkwserva,4224,6673,4300,2655,8835,2863,427,9001,4528,7934,5881
TUX,pztccfmbro,225,8518,5070,3757,5364,9596,9269,6525,2174,5190,5393
TUY,zwzcordwqb,404,5439,9821,3397,5238,5624,7170,3105,1546,9326,3943
TUZ,hrowvwhfqr,5482,1127,6038,4406,4744,4563,3966,5038,7874,1784,6814
TVA,akqkanrvnd,3878,3625,42,3961,5948,8901,2846,7866,6146,6577,7092
TVB,dxkuzymrer,2990,1067,4575,8508,7347,6697,4316,9575,4661,4619,980
TVC,wieevqajdv,9002,6219,334,3789,7333,1113,4514,2891,6861,2268,8507
TVD,azgqkieaaf,3136,2374,2020,2935,8269,1748,3537,4920,204,6829,5045
TVE,weefpdelvu,1213,7256,4452,7203,416,6757,4729,7405,6206,5032,7538
TVF,tpzaxqozgn,3053,7218,3301,957,1248,5617,1564,7911,4894,2916,347
TVG,pipokjyenj,4972,6168,3086,641,3432,1301,7686,1999,3734,2069,7821
TVH,tmtqleewfi,9414,9010,9069,6750,1572,4740,8782,9215,5896,186,5066
TVI,kobbbxwove,2700,5840,1733,5955,8411,5346,1660,3098,8240,2617,239
TVJ,blqgmyeszh,6199,2989,2013,7244,5048,8973,8788,392,4600,9501,5470
TVK,swovcklaov,1874,8561,9977,229,8117,9237,541,1168,8628,4840,8674
TVL,pleyevsjup,7518,4252,7342,4137,6165,1985,603,6093,3526,8585,4817
TVM,ixnsfmjzys,5664,1657,8335,8062,3889,551,963,4831,6925,5001,6277
TVN,kxffnnxuag,7360,8062,6619,1138,2346,4397,9439,2253,969,5998,2919
TVO,fvlwdhswom,1916,1438,8407,9264,6337,1279,2771,6280,916,2299,5382
TVP,orkqsukppa,8438,3121,5857,9102,7475,5524,554,5930,2388,4892,699
TVQ,bqyjukmagv,9682,3782,6803,651,8070,2811,5078,5513,1549,993,3854
TVR,sbdxsvklyf,6448,5666,420,9380,7634,4332,5462,1813,4731,9416,5547
TVS,prfqkiduua,2526,6981,9786,2070,4399,7649,7955,2445,7386,7072,8053
TVT,qnoylnvsgp,8964,4059,8328,740,9593,8987,6077,6058,617,2177,3005
TVU,xzaegocjhb,7085,6350,2846,9806,6921,6651,4588,4477,5648,3353,7377
TVV,safrgyvull,3167,8299,2552,7173,717,6030,6500,1340,6497,4145,7357
TVW,cofrzqpbxo,2446,3102,6811,1101,1118,9529,4313,7450,7665,8370,1271
TVX,yrpytpomol,1047,9299,6506,3718,8926,1904,3369,8667,6762,2186,8903
TVY,kiagqegitl,5175,3931,5419,9297,7406,1742,5252,4156,6990,743,1244
TVZ,ccmjgdczvd,5347,854,7008,2018,4303,3979,481,4420,6000,5900,14
TWA,oqhgmudwdr,8048,4596,1461,3898,2034,3968,5769,1905,4123,5159,8613
TWB,iftmrfcrmc,4674,9936,9635,7698,2763,9333,9915,8585,3203,3944,1831
TWC,izdcjyzhrx,3533,5860,22,1582,7121,3222,2866,3960,4044,2290,7066
TWD,pwgjmykpky,477,9138,9696,4008,9945,1356,9826,2598,2104,937,7664
TWE,ykzypkamqs,4743,4301,6243,3940,8762,5990,1848,9001,1495,3760,5601
TWF,ftedzipknt,6122,7531,580,966,3448,8044,4111,7868,7371,7396,7989
TWG,qdpmqaxyit,7602,2442,9842,3870,5635,4534,1603,9425,4039,6521,5688
TWH,gqvaeolvqk,8250,6017,8113,2100,7532,5572,2347,4665,798,8980,9708
TWI,pnjsvqaysx,1699,9039,181,953,3306,6221,5240,3106,23,7891,5063
TWJ,tcfpynvbji,9264,8134,2018,8457,1149,6367,4409,5245,2079,6386,6380
TWK,otvbogscfs,5524,5028,8962,8251,8225,4333,7907,8000,5990,6287,9913
TWL,xwsjgqyayo,7934,3294,1603,3145,8155,969,2344,738,8830,3219,7656
TWM,bvqnxzocby,6134,6638,9863,9499,7819,2557,5464,7536,6429,3392,3549
TWN,wqpeiqdrby,5760,1009,3018,9654,5108,801,9534,3509,1279,9476,2478
TWO,hemexidsps,8524,5836,8378,3309,9142,8245,6844,3473,2766,9958,4810
TWP,qfukjvxnts,122,5703,6554,8816,5070,658,6336,1425,9103,6053,6622
TWQ,tmigvejajr,4709,4040,4059,1975,7100,1710,1729,1731,621,5815,2813
TWR,ikfsioavdw,8956,6877,5063,5720,3512,7049,3710,4190,4096,5272,9248
TWS,tgbeihunlp,986,6008,6950,2930,3077,322,2955,3921,2884,4178,9856
TWT,iuyqcduaoo,7524,8365,2457,4816,1363,7465,1036,6931,8214,7139,195
TWU,wdzzatjhwb,9493,5316,7430,5478,8852,1155,5467,3717,9662,6469,2028
TWV,xtxwzgcvqt,4125,3193,1260,2753,8221,6718,9184,3451,510,5253,5131
TWW,evdhcbstri,7770,4547,9028,2342,3407,6458,6595,8108,1429,7734,8010
TWX,uaurfxpwju,7985,494,27,410,6976,9375,3166,1732,1767,3868,8928
TWY,cimvikgmql,7927,111,1842,702,8428,8177,6464,1040,5396,1492,5614
TWZ,iicvqyjies,4772,4264,3164,4880,2947,3707,6700,9181,9267,5811,8465
TXA,ehpbfxijns,1052,7103,5147,7213,9137,7475,6102,3120,2827,528,1377
TXB,eoidmygmka,2913,3416,7126,3377,9252,1007,9283,8687,4164,3508,4510
TXC,uqeknbkfix,7899,400,5973,2054,6060,1834,4959,9265,9320,3418,9267
TXD,gqizobxovv,2710,6334,4051,2612,2587,3106,6656,1853,5595,1122,8409
TXE,kihjfkpkgk,7847,3162,475,8221,2090,6853,6421,6274,7021,6895,8368
TXF,dvcuzhxwwn,3122,8648,219,8376,860,9317,3305,5995,8237,9890,9037
TXG,wtamsmrtjr,3089,8279,3104,4524,3901,2822,2614,9197,1659,1948,5918
TXH,pzakktohms,8820,7251,5865,7217,6404,8510,4597,1691,5377,7153,2900
TXI,fyqeyhjlvt,7045,4893,5496,2970,8115,8483,6414,6918,6637,7349,7234
TXJ,mdhhyinssa,2257,6203,4011,1786,4892,877,5681,5391,9654,4516,2984
TXK,iszvynoqvo,9163,5409,9902,4573,7022,9751,9171,3709,1055,2927,9740
TXL,ykditczour,8796,4075,6266,6861,8236,5136,8431,794,9688,2169,6738
TXM,gvhaquekkr,4285,7218,4269,3650,5422,9388,4101,8160,6150,272,7662
TXN,fvhlpnsaox,3877,2548,391,4317,1162,7296,8716,8254,27,130,8304
TXO,vmgffordza,8124,1475,2240,6494,8542,9967,6209,2768,7551,7897,8516
TXP,gbdywqozkw,8168,8865,8944,1925,4758,2589,8031,3266,6811,1385,2329
TXQ,axafbkqccl,4704,2302,973,9302,430,9224,1914,9292,4138,898,4429
TXR,mgzcbmcbbs,959,864,9347,8231,152,972,6584,7396,3298,2528,8779
TXS,zzosfsfjob,7885,4654,197,4136,7210,9817,1495,3251,774,4361,5745
TXT,pyqruaqvun,6493,3984,7725,7486,1609,2058,7356,7433,2640,1396,4244
TXU,fmpwtcqaee,9389,6937,7318,634,5848,5391,6640,6159,4565,7068,3200
TXV,jddsljvrvq,7365,9954,1608,5198,3779,2164,4366,8978,1694,3546,8554
TXW,pwqtpfnapd,8230,4259,4688,7189,6007,1670,8630,8169,4346,4451,7781
TXX,pxaxghybkd,7997,6397,8083,5250,5553,2028,8258,8040,5517,6684,8328
TXY,ucfzfbchju,9519,5471,5573,4926,8527,2477,8926,2895,8448,1319,5890
TXZ,bleapecorb,1903,1966,3613,9428,7447,7444,2614,7578,647,5617,9768
TYA,hohpxhlfjf,1030,918,3586,5168,5177,2193,6420,9270,3084,3474,9070
TYB,vaikirckfm,1651,976,2170,2386,3118,4229,1746,8089,3754,3270,9808
TYC,gqaxkqzewg,2214,5120,3005,3621,1349,9691,7577,1405,776,4251,4657
TYD,zingpgesbt,7484,741,4199,9233,3837,1543,9637,8695,37,8327,2666
TYE,eovyaovxry,8658,5117,1795,7372,6693,6423,5772,8010,8476,6497,9892
TYF,fpdgyrlbfu,349,3561,4272,5346,9711,9724,6261,7605,9394,5457,3430
TYG,vpkzjhwfva,9724,8121,7749,1570,1744,6343,5557,832,2781,9669,2684
TYH,mesxsvuovg,3824,7387,7378,5319,6355,6988,5840,4297,1035,3577,2078
TYI,nnmesqbmyb,737,795,6185,7790,2203,5193,7790,5521,59,9448,1458
TYJ,qhlqosrrav,5310,3668,2972,4162,7198,8635,762,7382,9208,8564,3867
TYK,vvscptguif,9375,69,7555,2810,8880,5057,7698,3077,9008,6299,5605
TYL,sbyqrpxqea,3220,7809,9975,7320,1060,5050,7986,1583,8452,8491,7128
TYM,wpqbdmkrhl,4115,2031,649,6616,4334,4642,672,3968,2242,1244,2072
TYN,aqmcdpzoid,3615,341,4705,8076,1638,303,3184,4432,1013,7691,8452
TYO,wseuoegtxl,7148,4500,6185,5068,31,8423,9040,3336,4433,7123,1417
TYP,xszpvfkbca,7785,6467,4125,8660,7632,7228,297,3210,8161,7088,8646
TYQ,szuegoiuoj,3078,2769,318,3904,5285,1088,8887,126,5652,209,9147
TYR,qluramvclf,4513,5708,6070,8605,7070,4581,9651,9298,6955,1319,8599
TYS,qskpmkribh,2103,106,8105,5687,2690,4433,3639,2792,8195,8820,882
TYT,ocsqtsvneu,9045,6834,5014,9239,4169,6245,1812,9537,9960,4674,5826
TYU,oldwlsuxoh,6234,8747,2363,3368,3555,3147,6670,1304,1951,6925,5309
TYV,kmuvgqxfih,119,5713,6126,5359,3261,8309,1080,4253,1859,776,981
TYW,wkdjuskevs,6301,9954,6097,5997,8287,8834,9609,4524,6143,6457,5150
TYX,zogbsyarqw,9703,5678,5287,7071,3825,8267,5492,235,8767,4195,7723
TYY,eahmagzanb,7931,8555,9025,8155,404,6726,2754,8268,9254,6678,3298
TYZ,cjhelmjzgr,1082,4936,525,4391,3581,4806,8396,490,9963,3274,3139
TZA,huhxilrdgh,9744,8639,119,2974,432,8585,2750,8095,3141,1099,5336
TZB,uwinzrzzax,6602,8780,7527,646,2096,6383,3381,1045,6190,9168,1100
TZC,tznxvkhepj,5545,8698,5781,4938,6869,8503,8578,8362,3386,4482,2569
TZD,czbukobfxx,1045,7819,4396,699,3640,7130,8678,6808,1361,5283,3328
TZE,uyfmsrdxsr,6279,8315,4450,1934,8226,3219,7980,6238,2479,9795,5435
TZF,hpvshuuspe,3618,9954,574,1090,7251,596,7113,7273,1654,6649,3231
TZG,lbwevmbvxa,3882,961,4614,5320,7156,369,778,7671,2711,1461,708
TZH,wbzccstzah,3652,3612,4678,5920,6729,8176,3548,5921,1676,6787,5676
TZI,bhcdrpmxir,1805,2831,9048,5426,689,7161,2399,4985,995,8229,2432
TZJ,owfjqzrexx,5162,6951,963,8542,1477,6553,1819,229,2967,4112,329
TZK,xzligwdkwa,8535,3637,7730,2937,6164,7558,2749,5504,287,3077,7314
TZL,hgdlvbuxxy,3235,6802,5688,2681,982,7826,3288,664,8466,5060,8465
TZM,izsivsicea,2811,5221,9178,5293,4106,317,216,4062,3116,3021,1630
TZN,yncahhuckb,7645,2570,9712,7130,3581,2690,2616,3307,9031,6235,8053
TZO,lruflxueoo,3849,1027,5791,4958,7805,8936,9302,2165,7605,8048,4415
TZP,pfatcunjzx,5945,2327,7045,5741,1942,2141,852,8054,7980,4803,5472
TZQ,mhqktsujts,4018,3322,4378,1147,34,1397,9101,5811,7479,7088,1999
TZR,mfebunrevf,2753,1802,2696,8574,5730,7509,9135,8941,1576,2336,7963
TZS,cynhcwcphl,1324,1016,8459,2189,126,971,8646,7147,4793,7457,5339
TZT,rssrxhobmt,6168,7928,6862,4483,392,5093,9412,7946,3779,7996,8999
TZU,fvtvbgukgi,2244,7020,6754,4037,2474,1772,6094,6473,1201,7724,1190
TZV,sdxtzxyyha,1823,6921,3640,3902,5857,7265,7866,2847,6586,4706,6348
TZW,rukmnsiayr,9742,3158,2363,482,8760,8297,5854,8598,3372,4643,7677
TZX,oihbihvnuw,6152,5556,2580,8095,4604,2776,3696,7738,934,5704,2408
TZY,qnfshqcmim,3542,4207,3749,6705,7612,1027,8432,6240,5021,1875,5109
TZZ,semevzolvr,7152,6785,8633,8407,1075,7710,798,876,1459,1337,7157
UAA,yqyhkmxdiu,5646,6649,9434,732,5491,5707,1094,6482,6444,4656,3940
UAB,dcbmpcunbu,9174,909,2610,6192,1911,9319,6344,3276,1072,2508,6397
UAC,jaikgphwha,4084,4163,7002,984,1783,9726,1703,4740,3633,4116,8422
UAD,iytlwageza,4874,8296,2838,1559,6882,7109,5193,6197,4944,1380,6760
UAE,irclvjykfm,4544,7232,8501,3872,4848,5773,4410,4442,348,1092,4225
UAF,aqcfujulyt,2579,8968,1159,1643,3227,99,3274,6901,4151,3044,4563
UAG,mclfyrcppy,6275,1926,907,9512,429,5261,42,367,8034,4233,4310
UAH,rjwmheeofu,6591,8066,5900,8755,5963,4964,5654,1748,5916,455,8597
UAI,dymswysiqn,281,9966,5816,1845,865,8398,3545,3256,3597,6730,5772
UAJ,owbdyeoovs,870,1254,8044,1985,3628,2272,9512,6061,2380,4680,2129
UAK,lhtsdcgfun,3283,7063,8733,4349,6366,2042,4194,2458,3435,4183,8796
UAL,qvihbwzecb,2861,2577,3205,4103,3934,7742,3695,4369,5836,4141,3170
UAM,deisnsjpwc,4149,114,4385,9146,916,9786,8896,8327,6513,3952,4985
UAN,umziymqswa,9810,4668,8888,5078,5012,6366,3080,1670,8285,1514,9850
UAO,uphbhcpmhx,5430,4638,2744,5791,9905,9967,2387,5259,6762,3056,2005
UAP,kpihfkhsdd,262,6223,2498,9344,5964,7683,7273,9665,2960,8240,4136
UAQ,gnxweaojzs,6677,2606,7619,4170,9465,180,1966,5733,8140,6906,461
UAR,leptdiioqf,2516,358,2999,780,7606,9614,1576,7891,602,6054,7781
UAS,oocinvvmwy,2263,4761,8007,7156,5198,555,3149,2105,9468,8960,4546
UAT,fafurxiawa,4385,1040,1547,2819,4774,1063,957,5067,2386,750,1064
UAU,gfkkpqoapz,6979,937,102,5198,2742,3026,8279,8593,5905,5617,318
UAV,vaccwbiphs,5898,1032,239,2422,8201,4340,5884,4826,5376,3417,9442
UAW,rkbnnccceo,3259,2308,7485,1335,4122,7337,8675,163,7868,2278,8910
UAX,bbpeyhraip,8270,3684,5577,6917,3505,6185,5868,2485,7718,6635,1782
UAY,gqxobuomrp,1309,7089,8806,7705,4755,3497,9583,6995,2657,3670,3863
UAZ,ocfluciazg,556,9357,5843,8404,4887,8860,6913,4376,9498,821,3532
UBA,fyeqpiimsl,462,3226,6919,4322,5029,6512,5617,1437,7783,8132,1116
UBB,wgisgpxvfh,1862,1860,8039,4092,282,6272,8092,5009,1591,1537,5114
UBC,ogvhbjkicn,8107,1972,5257,2622,2890,4474,6664,5363,7920,704,937
UBD,qhxftfihiu,1968,3023,192,8566,9940,5133,3092,7879,7962,2785,8046
UBE,bqztynvovf,2016,5739,9693,8935,166,6421,6878,7115,5609,292,1044
UBF,nqztlwwdfe,2507,6102,5389,9372,1137,1362,6361,8738,5183,4534,6027
UBG,zirztzptdh,238,9229,7622,8246,9513,3473,9973,499,7937,9636,7950
UBH,oyynntpciy,3268,5856,3069,414,4596,3300,9050,9539,7927,3265,272
UBI,kormnqjhdh,4700,2608,4481,3491,1666,2987,5688,2531,5653,7094,5016
UBJ,xiwljbrfpr,3554,3108,6227,3741,1345,3254,9081,8743,3409,1043,2433
UBK,irxayjnciq,6275,8191,1662,8135,4053,7843,6104,5881,4098,223,3096
UBL,vvugnwviih,7266,9600,9685,5435,6403,2640,5311,5129,8667,4133,1505
UBM,hmwuqjanmw,6808,8281,8792,3523,1866,682,3836,2949,5961,8430,254
UBN,ucpcnyejxy,445,1550,5777,2090,8657,8940,1038,8466,1911,3115,9169
UBO,yrnaqcygxt,9219,1905,1083,5993,5195,1606,2350,9543,3532,5634,494
UBP,kgdvrqpyjp,5004,1067,5817,9265,5122,6311,1279,256,1999,3528,7473
UBQ,oyqplqkcht,8759,8157,57,9191,4230,430,5850,611,4367,3445,635
UBR,gwucrblwqp,1819,3498,4945,6811,5568,8518,8690,4997,2129,1196,1480
UBS,pbfhyldisv,4100,1882,2182,8759,1547,8483,7411,701,6580,986,6038
UBT,qdnpycgcyg,5496,8047,2826,8324,7605,7565,1856,1143,8639,4391,1272
UBU,zngpcuppkb,7850,3177,3009,5315,940,6701,6767,3768,1386,6955,53
UBV,vmylqvopud,9345,6510,2711,6428,5120,6402,2947,1224,1283,9858,4006
UBW,cmwmmolvdq,5710,8147,7470,9343,4845,4816,6985,4312,8356,3471,4043
UBX,ivqqtzdvgo,9764,7542,9767,2777,7154,1601,3452,3536,3462,3754,7274
UBY,pzcxntbfot,6714,3642,5665,936,9179,4602,4282,3825,4916,4073,4956
UBZ,tzfzcbreok,6698,7141,7075,3611,4400,3869,8328,4073,193,5096,2617
UCA,isqrcnxwvd,6292,85,7615,9648,4921,3425,1902,3394,1599,3697,6168
UCB,izidxlzaex,750,8670,6044,7952,6065,8437,5264,365,4989,993,2154
UCC,vvnkeciyuv,2419,6221,5103,6308,2436,9874,6270,3711,7758,8003,1837
UCD,bchmbsarkz,6156,4310,9211,5180,4051,3378,4271,2097,1958,5436,2660
UCE,dhvzpvilpg,8469,5367,5486,2675,2358,7012,1630,6407,3243,8628,7520
UCF,qkjgynesqp,6321,6403,6837,3861,2061,269,2066,2909,1906,2237,5191
UCG,kelaazxrir,4902,1055,9362,8957,5674,4413,7213,1737,8372,8485,9062
UCH,kzpfoyrmqt,3873,1434,5189,8509,926,8296,5995,2433,3130,2168,8885
UCI,cvdlmblnhi,6047,9220,2131,4320,1046,7151,7729,5535,3473,7808,9243
UCJ,loxmkjltof,7444,7325,7870,6419,8778,4478,2361,2346,9252,8922,7640
UCK,nskkddhvhu,8966,694,9535,7678,5574,8389,643,2058,4698,2429,575
UCL,dodonrqbyo,2338,8465,7718,7796,9189,8044,9611,4116,7194,1340,6252
UCM,ccbwkogelb,3819,4954,6000,7946,6288,7051,1394,8840,7315,115,8975
UCN,guwrufnjei,1087,9685,9337,9850,1480,8968,5924,8411,1692,2472,4397
UCO,vwzrrxndyb,9638,1675,8825,5172,1932,1586,8321,9337,7949,4703,4331
UCP,wzwbfeionf,3758,1388,7644,6014,7552,7828,4845,4468,2898,5635,9755
UCQ,xzhbkrkhro,7550,2444,2017,7131,3844,1619,9704,6937,3419,8611,1887
UCR,zvwymlezqu,3894,7235,5378,45,7292,6511,8016,6234,251,6705,9690
UCS,adesphzfxo,5889,5006,6529,6177,5879,2568,5628,977,3833,9049,3312
UCT,glqakyowgd,6299,6070,6406,575,7865,3633,830,441,20,4447,5968
UCU,hupatwtltf,1684,8811,2089,4435,7928,6842,3012,3591,2718,9214,6513
UCV,jrfpbzpygo,7100,6686,9693,7327,669,1858,6283,4621,7018,2443,1868
UCW,qseykzavgc,9551,6375,5159,4868,211,3683,2576,9076,5405,9853,822
UCX,wbbxteflak,3781,8884,3638,6291,7313,5448,1106,1665,8017,9694,1071
UCY,robuclrohk,4152,7240,4621,8225,8224,7507,6721,1510,9191,6945,637
UCZ,miyqetxffi,1167,3884,2706,417,6599,399,4935,8912,5959,2394,6360
UDA,dwjtqyslyg,6450,7576,542,6359,3950,9187,2686,2857,3795,793,8987
UDB,hbdicfbyir,5206,134,5077,3984,2494,3441,458,8465,624,7419,8360
UDC,ukcrzpbigt,8077,6556,7718,5772,7208,655,5043,6053,9022,3458,1793
UDD,lvwfiokhrd,7993,9578,740,5305,5735,7249,7789,9455,1114,8459,8395
UDE,cejvdexrpt,5532,4926,5322,2164,6673,6607,7332,2378,4337,992,2864
UDF,pplshltdzj,1135,5982,4617,6867,6797,452,2084,959,4960,3389,6704
UDG,zbjnczazaa,5910,6219,4232,2225,5113,5697,5282,5389,7765,4287,2460
UDH,rrxxskossq,959,8685,1753,2864,7101,2430,2961,8402,5191,8561,1001
UDI,fnmihrcxax,5919,1330,3726,6198,398,5743,8180,2986,239,2690,9292
UDJ,uzyfupqdqr,1007,7862,3826,5296,4132,2921,5390,7187,5596,9478,3594
UDK,pbwmhcgrbb,3944,1702,4870,4550,3880,4981,3367,4881,9669,3096,2980
UDL,tawosujysq,4481,38,87,4228,9952,2729,4665,8755,1651,270,4975
UDM,ttvzdoxaij,2775,8399,1848,7829,8991,5894,9608,4520,6984,780,1497
UDN,eidigjirxo,7139,1990,9152,3929,8370,2959,424,4524,6233,3749,3598
UDO,irixfqfdlj,4771,4021,3870,6629,113,5661,9547,52,2111,5992,9641
UDP,wuzqkitrfz,783,9443,3001,5158,5351,9607,9816,240,2434,4109,8900
UDQ,xtkzozajxe,5959,3704,7699,226,1683,321,9664,276,5335,8769,5142
UDR,rcxbgnwhzx,3761,7283,9555,9501,345,8544,2066,6212,346,8929,4994
UDS,jbgyvrmoxf,485,8837,7096,5437,3849,3117,1381,4747,6270,7880,1627
UDT,bqeprxrijk,2854,8905,3006,958,1437,7994,7488,421,5761,5309,8276
UDU,hpfqizubux,9603,3866,3421,5458,5556,4582,7196,3641,6638,7783,7137
UDV,bofuwzowri,5077,4591,6360,3772,2862,4887,2225,5677,4071,8262,2221
UDW,dvkkftixvz,1308,5202,7051,8861,673,9793,6977,4970,6399,2591,7859
UDX,zmegyunbwb,3772,6875,1280,9473,36,9325,4817,8624,1635,6082,4575
UDY,wzxuuoizvu,7453,262,2141,9791,9221,883,6343,9523,3044,5196,3107
UDZ,rdbetrpuzn,4692,7294,7376,1614,6130,457,1551,6112,6059,2846,689
UEA,iijmbjcmzo,1551,7459,9741,2923,535,3166,598,5011,5265,7303,6315
UEB,lmiecdyoed,3425,9140,104,5844,933,6756,5325,3107,8351,8812,1024
UEC,idcqhytvsx,5585,7195,4048,1700,1504,4140,3248,4857,6555,7652,3242
UED,rtlrakflbr,4719,9433,3295,1100,9116,4338,4761,4389,1369,3395,5904
UEE,vektkksawu,306,389,5691,680,5757,798,4372,6062,5150,5343,2859
UEF,cwvcevxgno,2094,3061,1676,4245,1763,7214,5854,9507,726,5649,8667
UEG,hprlvrxrtk,4531,631,9944,7854,7936,8407,9137,335,8580,9968,3584
UEH,gwdevoxykv,1669,1196,3639,3426,9566,4189,6231,4849,9829,4316,821
UEI,jqfnqfzaen,8883,8742,7295,8340,3663,1505,7313,9024,8862,8128,3030
UEJ,raqczoztec,8062,1781,7199,8570,2426,1219,5550,3209,814,6948,4055
UEK,euhqpsldor,5457,6694,5976,4464,6911,7394,394,2155,9079,1930,9356
UEL,urdmiqglwl,9618,1314,5952,4945,2070,6551,1023,6173,7748,9953,4764
UEM,idpyzzhwju,4724,3665,1181,6567,7047,9630,3067,8264,3426,2702,1264
UEN,ztwjeudatx,5260,6946,1901,8978,7406,3917,3965,9835,2980,8621,7880
UEO,mxxjksujne,3006,9077,6727,8905,2457,617,6151,3395,624,4653,8032
UEP,dhlopdmtbr,7538,1888,5829,3382,4424,1669,6103,389,2034,9191,4990
UEQ,mvdxwsqfho,6025,7727,264,3727,6537,6313,9664,392,274,2519,7595
UER,pufdwrpzcw,5066,5083,1846,915,6243,9514,4037,7885,9053,8666,8400
UES,xquaybvamo,3557,6850,2321,5153,4516,7112,5978,1048,5170,5585,3610
UET,cgbibzsjfm,1479,4015,4686,7076,3459,7501,8328,8904,3880,5502,6380
